b_Intercept,b_sibsChildAged,b_age,b_datacollectionremoteMunsupervised,b_studyversionbox,lprior,lp__
-1.13363897057604,0.08239635942613,0.503245431560253,0.616063023738949,1.08701105512415,-1.92349038762493,-283.398381427943
-1.13363897057604,0.08239635942613,0.503245431560253,0.616063023738949,1.08701105512415,-1.92349038762493,-283.398381427943
-1.30351267558063,0.00897020479322141,0.533233040294353,0.852697801074953,1.26568945498925,-1.92221662519292,-285.48245954666
-1.26762473173552,-0.0493579800240691,0.525222090765522,0.962240054379268,1.10026838002743,-1.92304717775489,-285.663662923945
-1.120760041762,-0.0118490535337643,0.482134904517588,0.774192339285434,1.18273426343843,-1.91866685337447,-286.849548156884
-1.16610093182352,0.0427108760073185,0.472279756841333,0.668576848603067,0.962465323916593,-1.92862743704235,-285.845718401748
-1.19817204390792,0.0723877676199175,0.534757796261342,0.804588361690349,1.2915190546003,-1.91848197122475,-288.260084592833
-1.08312879329549,0.0116415393505171,0.416602304473966,0.730559953945948,0.934478768551524,-1.92314182070857,-284.396083943851
-1.18313091839633,0.0919473514665358,0.498942614251137,0.719421423983559,1.17591090051086,-1.92125355937908,-283.48231366735
-1.1353868163068,0.0503620013089487,0.44468695591851,0.719070851370159,1.01228267932185,-1.92358574647599,-283.105286004613
-1.3594677777682,0.00801605376836961,0.564875844291862,0.784005590955244,1.33756515609581,-1.9245726281559,-286.890830252036
-1.04380619155405,0.0587820745056833,0.41295601120214,0.784930077061396,0.867347552066389,-1.92167550070948,-285.126537371212
-1.31287147749801,0.0293120849429376,0.434543976326544,0.643518453996268,1.24154093499649,-1.92862986378402,-286.778883935778
-1.16793260933673,0.111575983501622,0.486317953878443,0.543336332003443,1.24749018521081,-1.92207681076622,-284.896945840698
-1.10378122225945,0.0163974855025159,0.345258696821292,0.667947968733067,1.04214590929607,-1.92240924969919,-286.49188908605
-1.23453246960851,0.0383017696773892,0.506429144157636,0.694296217626173,1.14757021905505,-1.92559191824593,-283.616142462893
-1.18487874293387,0.0183583301794409,0.540810797994183,0.824534729611113,1.12073744742546,-1.92113287478313,-284.007703022304
-1.29051759341444,0.0878988195968516,0.51251382517153,0.711844770737997,1.34507539146062,-1.92191467737413,-286.023952439698
-1.07563323480426,0.0429575620046236,0.465599661316348,0.911378248368356,0.829752580859993,-1.9217013052558,-286.44143787677
-1.07574327407422,-0.0207637488233564,0.522802447261012,0.829463764046022,0.861565325566386,-1.92298048007793,-286.135511161174
-1.19142182210397,0.132245686368115,0.423428501089581,0.692734719463173,1.1492234738086,-1.92252986381458,-284.313996041658
-1.02281152633693,0.102587730061684,0.493807210249537,0.654934332762265,1.06370101929255,-1.91887159607399,-285.072634662057
-1.06625540719207,0.165169960500871,0.441564123190316,0.682523832105731,1.00443812588618,-1.9207075042208,-285.127438463405
-1.17565785176846,0.07665937495607,0.450511209443137,0.521339570531858,1.16360298064453,-1.92572154804935,-285.045733831319
-1.20416901184626,0.141173946693441,0.469685548300163,0.67307220209076,1.09551508709835,-1.92527902527566,-284.491723075151
-0.949580130677016,0.16412774696461,0.420686133281258,0.393116687505498,1.06177830992195,-1.91990224825224,-288.227914086451
-1.19193656716774,0.0716736088498981,0.397012635225663,0.783791055917637,1.09098604583295,-1.92256656071653,-284.382210964157
-1.15428210573775,0.0444072268362092,0.400153311290792,0.731381784251978,1.00574142357518,-1.92450727546679,-284.253601578177
-1.12557314387209,0.0331856688858743,0.532232136391333,0.618972233451783,1.16347339906785,-1.92133398611559,-284.604566536888
-1.17347013465616,0.0288278238021619,0.481727392666192,0.662295137765952,1.14724510639589,-1.923064857454,-283.320624046842
-1.22193365377774,0.0825028696681402,0.413118540744188,0.74252935118708,1.14335426866508,-1.92342658200772,-284.127089089211
-1.15724971579042,0.118908294824818,0.554171317565493,0.812575273364405,1.00634174444509,-1.92246375773557,-285.721741825178
-1.19010950925379,0.0728882558213848,0.492221035549692,0.816598201702384,1.15017059671935,-1.92050584777462,-283.935385097042
-0.976458478360774,0.11332733967586,0.416333698466343,0.566234149686302,0.982224214236195,-1.91998130131611,-285.222442306034
-1.2921448041994,0.0385259134386444,0.535467986827526,0.7415001033456,1.21343407719453,-1.92558625985726,-284.354721359904
-1.09029356885478,0.019850289463277,0.463726067837194,0.806561307170755,0.990102563816886,-1.92057669990962,-283.645760293368
-1.15063706105949,0.0421144083440507,0.480352799581958,0.807613281565402,1.02069475691202,-1.92226540218672,-283.038924214106
-1.0233599235928,0.0955780354488876,0.496512006645268,0.627698789261502,0.862176912502391,-1.92405454311437,-286.449882280412
-1.2208501965066,0.0788962867151122,0.351632911994773,0.635925899405988,1.23768322502213,-1.92299419308165,-287.536990761965
-1.2028228662113,0.0823932085016046,0.333083179052725,0.718022739188375,1.25768795072323,-1.92016202495522,-289.921621673597
-1.17864273610039,0.0696552971010625,0.350174541840335,0.745372792669841,1.31262470286611,-1.91828402399214,-292.985898280238
-1.24335132984672,0.120362760589712,0.664044520981804,0.575966975294278,1.18004547100469,-1.92781557819645,-291.985710092825
-1.20946298090804,0.0459854954946015,0.418624426297372,0.659264770275778,1.26318245589168,-1.9215707473715,-285.694099475767
-1.25732146203627,0.13855020785345,0.375962809040573,0.678223286442392,1.20937457402943,-1.92440191259195,-286.960701393271
-1.10711325892314,0.0705221475722277,0.474984509921619,0.616504800421299,1.06089455696571,-1.92293850292042,-283.177516299292
-1.1344863964119,0.161844954054675,0.490178042356435,0.623770054888098,1.13694261167862,-1.92152993835326,-284.511415431002
