b_Intercept,b_age,b_datacollectionremoteMunsupervised,b_studyversionbox,lprior,lp__
-1.29805815350198,0.491241737672853,0.7904595802854,1.19976460868851,-1.9253599587132,-284.433598844733
-1.04244040072269,0.475475827713844,0.759199398075149,0.901495788145993,-1.92164457706706,-284.571781154552
-1.16165070296255,0.418606768245416,0.710823468976329,1.09627598607417,-1.92297740406123,-284.15975272023
-1.23659414295045,0.427079870774942,0.681267860973837,1.26173675564818,-1.9226839463817,-286.16107005114
-1.03993826516719,0.487115371713546,0.757915651683409,0.854537871823316,-1.92280024118238,-285.492227082473
-1.37133073274814,0.522532705716765,0.810735190612557,1.39144822929521,-1.9229692072777,-288.143326277842
-1.17080641402783,0.574782700569837,0.729012167612264,1.08350975476828,-1.92356139881084,-284.973980317847
-1.3711823897576,0.508091196002001,1.01463739809209,1.12468972478957,-1.92641910541323,-287.309523832957
-1.00208129327221,0.50929626963128,0.622295485456917,1.07015180909571,-1.91896409277187,-286.945033214814
-1.10012837459875,0.495786543301779,0.714629952806532,1.15632076148076,-1.91919460911305,-285.62057094419
-1.26381952726795,0.399512944888745,0.93993436299809,1.18709676987084,-1.92073103192993,-288.087247043894
-1.02602093198173,0.511859707103089,0.65155179295137,0.983769862114166,-1.92101094217882,-285.168740690833
-1.24499714368697,0.497874839793776,0.819665718146259,1.08339147722352,-1.92538366577038,-283.824216594889
-1.01537610662586,0.398271676309479,0.591732417893233,1.05861371224332,-1.91992547771785,-286.796713810357
-0.95033746969591,0.370384549803225,0.597273056228616,0.985411829538512,-1.91909711782694,-288.581862596357
-1.34117792721492,0.634176492712211,0.932651569203085,1.23471800490174,-1.92334758849673,-288.484417262654
-1.30424911986696,0.512807227325187,0.916550160772508,1.20094150818745,-1.92269919878074,-285.186443417764
-1.07794277958596,0.486622506363303,0.660580575765464,0.9907489770569,-1.9229666262805,-284.227453642246
-1.25167811182417,0.490720528167559,0.653647989319814,1.26578192162453,-1.92402361956331,-285.415965532052
-1.13764905877792,0.489545759185607,0.864378892653712,0.891122058941579,-1.92436506521381,-285.226809211853
-1.10831439879396,0.491011871022149,0.647393681755173,1.03881238797264,-1.92341764531047,-284.095652358246
