b_Intercept,b_ccAge,b_age,b_datacollectionremoteMunsupervised,b_studyversionbox,lprior,lp__
-1.29457637170653,-0.195001459169733,0.509878152496465,0.840205632611723,1.19838265426661,-1.92414080042292,-280.396799439121
-1.2585831225641,-0.222347843424966,0.469119154505692,0.869022857148848,1.08193695305593,-1.92510275777801,-281.120041651551
-1.25964739681187,-0.267713108764934,0.502258968240495,0.883782656990415,1.09778210141519,-1.92435782574985,-282.426793754462
-1.24695531268509,-0.181445450543507,0.475569634460222,0.915214391996234,1.08079280135638,-1.92336811808094,-280.405610903075
-1.35970275519459,-0.186153305860447,0.528573388636763,0.98076539918194,1.18415483111831,-1.92478367321043,-282.130029145316
-1.29249392538879,-0.197732150606957,0.477082951921809,0.776116911928327,1.28161476317197,-1.92300544388622,-281.477424092234
-1.05553199379167,-0.0473001997346973,0.402574897745578,0.696546460056784,0.99262196442617,-1.92113973261262,-282.748230369856
-1.18737609207254,-0.179923807669091,0.474463203418662,0.7696422696061,1.0902904913527,-1.92332107613165,-279.500233748445
-1.21812662395064,-0.159247791358552,0.553510186561281,0.849381964130475,1.11499762150209,-1.92247646387243,-280.179855359005
-1.15772088798468,-0.145329242361863,0.53734405281613,0.877257011921708,1.07711974502428,-1.92030863970497,-280.765245141347
-1.34887463458354,-0.176601045231188,0.529918666384031,0.755787312977319,1.24741543939362,-1.92803240460175,-281.651327378301
-1.46307815039129,-0.0985149405292073,0.554632749937446,0.84967174528348,1.41001480039608,-1.92670473889004,-285.584781308242
-1.51741357998481,-0.194386603077028,0.62790425795507,0.838944986607429,1.41312963373324,-1.93089860884279,-287.94372183541
-1.50108621074937,-0.138616676071378,0.534634351111186,0.935711340926048,1.40898589207499,-1.92675985915946,-286.106186242639
-1.18435729682448,-0.170938117685653,0.338600769774636,0.885840043016544,0.976164766896019,-1.92373241123555,-284.643815663688
-1.16144778159849,-0.202846995943243,0.483797183797233,0.76636839645889,1.00473342018744,-1.92464591422528,-280.501297349987
-1.24394817093523,-0.0914864315684041,0.462197050717962,0.801360127822645,1.06814566341867,-1.92636995003908,-280.77085584393
-1.1573571727396,-0.15568319582129,0.48514649257873,0.865871979203108,0.985651455379408,-1.92267493312669,-279.983912417942
-1.24615119078717,-0.138521047347149,0.471337094467681,0.73969436112154,1.22227283879208,-1.9231312727089,-280.25032125991
-1.13352652408573,-0.175603963422257,0.476696436424279,0.709377620689701,1.08072642139082,-1.92225393272417,-279.750902040746
-1.22002674205117,-0.161017097221421,0.430962153638645,0.841136159606589,1.13281179688898,-1.92214986488369,-280.458612732897
-1.22724625644501,-0.235489578257768,0.519369945940483,0.76732884968448,1.13274490412086,-1.92429638323576,-280.922886342857
-1.1163484855918,-0.176327151680151,0.465318633062977,0.575549793970473,1.06192358309625,-1.9249683469257,-281.756667493067
-1.25942198305436,-0.136260669192874,0.499603233096717,0.957146294920037,1.12544612618792,-1.92185590193776,-280.938697999748
-1.35802939518084,-0.106305715581067,0.557661554815056,0.949395312260196,1.21246140171203,-1.92453053066615,-282.397501679003
-1.09160968192041,-0.231012342223083,0.468778435524245,0.778335047270739,0.930853126009063,-1.92290404295406,-281.990321813873
-1.01500239757228,-0.249075196763213,0.550896973926824,0.86874809615186,1.03837934717313,-1.91751540419912,-288.700383360999
-1.3014126758628,-0.0495296113463069,0.449864239786882,0.844282718364995,1.08971980949328,-1.92802730978558,-283.3135062373
-1.16519413858172,-0.115035823642598,0.51158829149671,0.591802659296044,1.07099375145755,-1.92721256614024,-282.266853495183
-1.06889794388951,-0.163966073767871,0.48162120977627,0.934696153247845,0.92966104279066,-1.91927691666217,-282.623919425611
-1.2404618670764,-0.227818425666322,0.50422700208626,0.618747777309343,1.22074639052479,-1.92592912922439,-282.467519330765
-1.15475272912052,-0.124793303878817,0.55697073954688,0.631635066156477,1.12967088148834,-1.92366339125549,-281.48819418134
-1.29053868750121,-0.096193090060425,0.534618747625333,0.842236848345837,1.17054316729311,-1.92469604553368,-280.716127235182
-1.32359574978317,-0.137239373705051,0.538635068525829,0.612858067973068,1.43620240563413,-1.9237987034096,-285.415192120118
-1.23328364022441,-0.196728500052863,0.516050497059229,0.8484621886233,1.16659133478787,-1.92183283517386,-280.333045662351
-1.17466887761144,-0.0969370650229826,0.554918192550379,0.78819207948077,1.07239008923439,-1.92280823459621,-280.629821836545
-1.24068242221625,-0.0568918768656609,0.504506797779895,0.760767577945454,1.17972915142965,-1.92359087963234,-281.225238316227
-1.26365822041898,-0.225567978489007,0.468298465203742,0.791014937864492,1.14393163055753,-1.92534766043765,-280.968801542676
-1.22796858380512,-0.155158892459492,0.421014154057784,0.771645182221602,1.13179791997825,-1.92409485010554,-280.419452033874
-1.14029940157102,-0.155262942913386,0.498944253458483,0.639714694919527,1.09755303906576,-1.92363908958084,-280.27848476773
-1.1729387621291,-0.200007966793807,0.483281410755538,0.750933145445789,1.06684218770164,-1.9237148834795,-279.921910965178
-1.28120254496756,-0.107715927159356,0.473466828293207,0.926913183387505,1.14104455512454,-1.92305230321761,-281.011245478823
-1.09680802112553,-0.189604200775157,0.498960052545148,0.804072975848379,1.01823038333288,-1.92048136343411,-280.563096682247
-1.03083447628503,-0.209081363129538,0.516237687099423,0.754709527011303,0.930621238622413,-1.92071817476676,-282.403208293295
-1.35651597802572,-0.0874467254622314,0.489116540644416,0.806838164824188,1.26644815190055,-1.92623528645612,-282.221708916278
-1.09290752384528,-0.227177010966802,0.5306506226699,0.784675307962901,0.987557034770295,-1.921409643171,-281.874857639821
-1.2610140139039,-0.117422676721736,0.508400347174717,0.834070298231446,1.13710948085228,-1.92429858374597,-279.843213187111
-1.0698935328968,-0.161892556535981,0.471565402353768,0.700407673043264,1.02237727648155,-1.92108598742956,-280.264702219978
-1.18314258207469,-0.140142566288654,0.549222147212024,0.727358007466945,1.06398044838484,-1.9249640232507,-280.534115871942
-1.12280005941096,-0.112725589450462,0.558456391833906,0.644044161524418,1.1048311990465,-1.92249223597152,-281.621302115994
-1.22542390744338,-0.210447993835011,0.473551386154283,0.868672626069622,1.06500329786584,-1.92380132203769,-280.495874720346
-1.2347140539895,-0.0852683726930778,0.467346830450078,0.809742760076645,1.13253103771455,-1.92353737413128,-280.289277311675
-1.21319814966898,-0.1843764218228,0.554981482099,0.748829189528648,1.05696327069852,-1.92648647332565,-281.309045366115
-1.17262823278037,-0.209006147396266,0.519459065738434,0.687473141162528,1.10578636427568,-1.92405209247714,-280.69207708404
-1.15850117228442,-0.133013651476597,0.456169792892938,0.641774353547523,1.06304479994257,-1.92564751917375,-280.693342136709
-1.09865168249191,-0.170860650989715,0.500845702081524,0.633713371819568,1.00087806518037,-1.92451735613548,-281.319794394322
-1.17147844754643,-0.0913539811991061,0.478765227118248,0.807973043667765,0.997678006813988,-1.92431621401071,-280.300681827653
-1.23897771840522,-0.180879077950806,0.475018162447155,0.776563495668288,1.21651364689046,-1.92219226433026,-280.379634077991
-1.22134474984708,-0.159629872501881,0.447562924620935,0.808201822919876,1.09757309018129,-1.92395097740816,-279.768215208729
-1.09823966294712,-0.0601223226967761,0.449373434229563,0.646170310785001,1.04960105111813,-1.92263758405352,-281.529238037991
-1.25862278796771,-0.219676064889894,0.509391868335415,0.925703050663189,1.11356860008818,-1.92284651533758,-281.13516367234
-1.21702162873471,-0.0661054785874145,0.497547529412747,0.889680492827789,1.07576025823357,-1.92252743912281,-281.029270729156
-1.0916305568282,-0.196516770742488,0.454437833734362,0.727022747456033,0.982376422802187,-1.92254246750989,-280.638119156884
-1.20695666710414,-0.20716645581017,0.439052506947457,0.88588472439973,1.12493856573867,-1.9209660401124,-281.541208397666
-1.17395133477965,-0.202087306302682,0.483173829720543,0.916764973127331,1.06505044173842,-1.92050945895463,-281.174059868345
-1.26774589992917,-0.176397161598045,0.422532878689523,0.980602794255651,1.09443164662826,-1.92253297792684,-282.558219358345
-1.29902970051707,-0.151935285425454,0.403083309354459,0.720568349793197,1.30445223241905,-1.92382386027421,-283.559973485783
-1.12315027000551,-0.126560824537219,0.546621022274882,0.870810965326926,1.00420955951034,-1.92067118313007,-281.144132545771
-1.18682104770956,-0.191616368915006,0.47569095769636,0.841807092970187,1.08075734147817,-1.92203171280816,-279.89231510989
-1.16112697298133,-0.193866974390171,0.523810650263588,0.700593406258758,1.09043315058769,-1.92359174144341,-280.335999378896
-1.00234861118272,-0.133594847567276,0.386330191936197,0.801415989526425,0.911577380182089,-1.91928077700919,-283.268681889858
-1.25468042065943,-0.155352095862368,0.531786601096925,0.696653590005361,1.23168621979235,-1.92437416928774,-280.589399985868
-1.10369507714484,-0.154339175353227,0.472196121818485,0.834166246495379,0.940887193079449,-1.92199598387068,-280.333946329634
-0.987532740617307,-0.109914064182004,0.518872915440443,0.784774896649668,0.8626095804382,-1.92001294933795,-283.199277051701
-1.17631861618575,-0.0315275617115909,0.406911673673371,0.86396446653172,1.09507406685429,-1.92068763285637,-283.888498305083
-1.1535852845419,-0.0587742904516403,0.490206761890903,0.849583890984455,1.05481734115355,-1.92102443296559,-281.171494491085
-1.11812679267351,-0.207490932564433,0.439038097769524,0.750023114841428,0.914056391334017,-1.92549231311644,-282.378192174016
-1.31648324281285,-0.295708847313162,0.550644658367934,0.800809693927281,1.20980262031871,-1.92617004085263,-284.321523313392
-1.28244439706194,-0.0813030736496307,0.508721299765976,0.693195982833379,1.19463011509745,-1.92732696685444,-281.789943764803
-1.02123170731249,-0.116193008404841,0.496145664836389,0.857225439824825,0.923118285697203,-1.91898293917517,-282.624701834297
-1.30706352808652,-0.160881328755229,0.485840990102252,0.683964129834276,1.20092583388358,-1.92908492721213,-281.841476210715
-1.19536922628011,-0.122369569655441,0.556749939109179,0.89126072156828,1.09432645320398,-1.92115296353839,-280.946774200383
-1.19585248173357,-0.144647274107739,0.372455959891728,0.750721775829736,1.08775650152126,-1.92415162898187,-281.906913198833
-1.28023949238779,-0.180613160056765,0.606567980145608,0.747816161900872,1.25558885038671,-1.92389916170652,-282.47367274423
-1.12314923068742,-0.0799615449814517,0.429514537136695,0.871238505511058,0.883318014397814,-1.92365687546939,-282.465701301551
-1.31275445672026,-0.138321526170736,0.621233630856078,0.748388024159795,1.23166475456079,-1.92655228162155,-283.267742390837
-0.908072722410552,-0.183320949272448,0.414867468908416,0.607511094053251,0.913738547080071,-1.91902395534939,-285.382521033777
-1.27781836216935,-0.114400801025225,0.465090418307709,1.05574756133656,1.01908565280843,-1.92351973105101,-283.436813586961
-0.97373833760223,-0.141080579274879,0.507838750718139,0.665406874168529,0.904521972412218,-1.92056337107096,-282.856691260233
-1.20585601232087,-0.206147643795377,0.463226263546973,0.799608526655891,1.05083123745082,-1.92482652520933,-280.387916279833
-1.18536300948293,-0.205391575790594,0.491332397842703,0.798117793622356,1.04432532605724,-1.92396408796981,-280.10782483426
-1.16417935226356,-0.20695453141542,0.475781833576691,0.710986074545938,1.00375836352884,-1.92627799490954,-281.388232200549
-1.1742760042799,-0.140830288324975,0.49847173352891,0.763146304407034,1.03153905373736,-1.92455773638767,-279.664352646409
-1.20859397987915,-0.125793470802581,0.488613718866728,0.828985759695867,1.12842452120637,-1.92201569638014,-279.621091953321
-1.21656088991062,-0.115365446934098,0.435244233437706,0.932496700302633,0.951095476140531,-1.92523649715798,-282.207309136403
-1.18592486851472,-0.166744808724783,0.481865155861988,0.7059846191393,1.11330463686856,-1.92402731743599,-279.638607312637
-1.14274800114161,-0.132026558668935,0.443844718416426,0.752232944072288,1.03152883559594,-1.92307808219323,-279.682921697049
-1.19917285864337,-0.127127260668518,0.516624046614234,0.814305945986216,1.10047906896591,-1.92264757768784,-279.508409632688
-1.30327642681171,-0.126817653396265,0.394745830599575,0.849762074224613,1.238606848799,-1.92301578501909,-283.33045829261
-1.15825695741291,-0.168409150604852,0.537455449473957,0.783820262764895,1.02523000360787,-1.9234610957823,-280.174966477026
-1.2282075015592,-0.133143980329714,0.561563129162066,0.80047681815752,1.0511090360939,-1.92617600597132,-281.087495602935
-1.08055021068811,-0.168608056177306,0.482102647230604,0.668770343255193,1.07444087534348,-1.92089575437266,-280.543456714854
-1.24654316026053,-0.137142664088745,0.474148484777776,0.773705895710739,1.19267680409337,-1.92324672216218,-279.873601807965
-1.17603707243429,-0.0684114069597801,0.474607674370991,0.825589942276168,1.00815891200514,-1.92379967682229,-280.741608995558
-1.20189708986463,-0.205689073011631,0.460022977528616,0.776176206902613,1.16292566562153,-1.92190206561315,-280.486640711272
-1.20591292028726,-0.258648432378999,0.423128178726328,0.94125021187483,1.07640468452465,-1.92107037776322,-284.034607278816
-1.21103027707739,-0.038913109209683,0.532119723943897,0.643351113351362,1.18822902002202,-1.92453710189327,-283.04684784527
-1.08095559218747,-0.261451876404524,0.479258632296963,0.87145208174133,0.907261012852004,-1.92119896744161,-283.873196044722
-1.22866543301155,-0.0440174195421571,0.44580578352066,0.641894552244986,1.22712730970206,-1.92423409265909,-283.305444502895
-1.00483476604378,-0.250105451614255,0.499678436342324,0.812809347373274,0.903185547583184,-1.91946702304814,-284.709561294824
-1.18850730742116,-0.193497172002866,0.465147276928735,0.852321413679507,1.07544323620632,-1.92202703815234,-280.074327813156
-1.2361229933482,-0.121412299919634,0.535168591302466,0.775361519891456,1.10036813998722,-1.92558537895537,-280.17757399746
-1.29447954171151,-0.121116064312896,0.514687718797518,0.918315070076331,1.07429400822242,-1.92618225808841,-281.113891241255
-1.25353200769635,-0.169148372101877,0.459632272129697,0.817960853271803,1.16954479748879,-1.92328821472046,-280.029024333092
-1.36321411647979,-0.204287098867621,0.430262548153601,1.01521366238376,1.11960307839055,-1.92616874749036,-284.611365708818
-1.16083516096677,-0.152761208268364,0.599032636880151,0.470679984612027,1.26355972690129,-1.92376991540211,-286.971488980076
-1.0781613537808,-0.115968275076215,0.446322346685483,0.911956819838454,0.866586327330207,-1.92119223250629,-282.276521468481
-1.31734124351989,-0.17435096247914,0.512986035856827,0.701296467344649,1.3282924393053,-1.92468459006329,-281.981317506863
-1.1466801291664,-0.146302084316781,0.531040246614188,0.884553792322243,0.994058976665675,-1.92162335642712,-280.568253023073
-1.23887275459602,-0.212442895803048,0.459369352125971,0.68710762656651,1.23517222215894,-1.92360966302398,-281.488040001006
