b_Intercept,b_siblingsVarietyScoreP,b_age,b_datacollectionremoteMunsupervised,b_studyversionbox,lprior,lp__
-1.30846427205268,0.0612465231375752,0.535821226710666,0.758661880950103,1.33400110733052,-1.92100003883027,-286.452635641069
-1.07411784938329,0.116365105131084,0.374332951702447,0.588697475473823,0.904819515798642,-1.92319532224172,-285.849599632932
-1.20601383880606,0.086748925416273,0.492779249365468,0.920427779732758,1.11519365086799,-1.91881750487725,-286.223252494194
-1.25953740201993,0.00714733662086682,0.510926909468942,0.766835886169335,1.18184842989863,-1.92412426193171,-283.830896127472
-1.18088467867811,-0.0368160321536736,0.559886456709554,0.74861295510717,1.17784833383972,-1.92207731441866,-285.229481029627
-1.28038604967749,0.195216759244297,0.485370799736319,0.806008936229461,0.900263900466537,-1.92711845937993,-286.911312397939
-1.17898067712632,0.102883212912724,0.428533297425172,0.733857399552824,0.979901414954635,-1.92357527478402,-283.307842592835
-1.27803583654092,0.154779950953356,0.508194774498242,0.674775547189784,1.17729624781677,-1.92272853532778,-283.140865066952
-1.15135038331373,0.160805408816666,0.465585532599807,0.646528239636247,1.06593718820276,-1.92036486605737,-283.151237182695
-1.32823858053872,0.22489394036156,0.456813483818544,0.697693763943373,1.098799067855,-1.92493217925896,-283.797317727504
-1.25422504496884,0.127739050956952,0.429623094260857,0.856670545305188,1.07821108239704,-1.9212476760471,-284.252384587592
-1.16280108075924,0.15301457441963,0.454421890875837,0.903445441307361,0.976453304967331,-1.91888707398665,-286.222340284227
-1.04691476623246,-0.00694407083030486,0.527654227581044,0.720622034875675,1.10839037134127,-1.91855783207852,-286.884902638121
-1.12797320945065,0.00717962922753881,0.458904508471716,0.754560991457662,1.15573831755287,-1.91936050751043,-285.249022735265
-1.32392661168738,0.322463617022377,0.454387816924294,0.670920631060014,0.978007146225973,-1.92596839199104,-286.58755564473
-1.26716915489821,0.220042304046699,0.404483191818961,0.703287690819153,1.11816134994521,-1.92132300704978,-284.192388603943
-1.21978724442795,0.287551132274356,0.392615217363685,0.471210352347325,1.01326210181755,-1.92499085020329,-286.504159783243
-1.42875470622677,0.205013602345741,0.480960572284003,0.753350199559205,1.22118195261211,-1.92604857831677,-285.218784187352
-1.03393562197718,0.141242814335235,0.503313696340378,0.693531275343455,0.878809964034685,-1.91969787007429,-285.709388351143
-1.15934413604962,0.235150178681497,0.475982485040977,0.803674765960987,0.827887175261803,-1.92155317306583,-286.893517889799
-1.39752049409555,0.163773438448052,0.547414219427858,0.79377606867437,1.26196183763441,-1.92344405849202,-285.312148892739
-1.50246879140806,0.215207745870958,0.538576565293236,0.857253308214287,1.25474872393805,-1.92628777032412,-287.725062554423
-1.09073966619942,0.0545559557025603,0.482574386683897,0.517909704545411,1.03561511329812,-1.92385289091002,-285.421520823408
-1.3288432738632,0.255439056966545,0.440575741883024,0.754151171363693,1.12907186598545,-1.92186479356128,-284.469445899808
-1.27853391375784,0.0725906833383195,0.464909338535131,0.773647655177244,0.935223757915507,-1.93184120977784,-288.282158999199
-1.32423871936662,0.0637499811134293,0.468535474976376,0.710160244382291,1.24170413463949,-1.92529706715329,-284.486399673435
-1.02754508939584,-0.135369314520243,0.568769618521358,0.631864169480312,1.21240066863861,-1.91964990077609,-291.723590521612
-1.36992748081013,0.311081308738728,0.449890612781757,0.637270714546552,1.05249242373664,-1.92757343921942,-286.543637601095
-1.2449247646716,0.108672488127314,0.524224937708375,0.961556055814889,1.07121347265287,-1.9198139128188,-286.119281057406
-1.4029754281606,0.272100007849029,0.449244784676116,0.667394069009855,1.10225670379917,-1.92858430370858,-286.445000021191
-1.18701770763234,0.028195113539772,0.635840067214184,0.742686987344741,1.2074635523507,-1.92021442677482,-288.550897029783
-1.33366704265584,0.066469693752511,0.529129032510314,0.883836943542045,1.1938398272265,-1.92310553966145,-284.644153216492
-1.16776415924219,0.210086746190644,0.436610858428571,0.481321170960135,1.04353990812745,-1.92355095150869,-284.717148502462
-1.13764232630127,-0.0442555494858069,0.511323791753164,0.760454234445788,1.06270362862737,-1.92305976691095,-284.011347686517
-1.2637362485624,0.221518263728382,0.439211738813664,0.682748340386158,1.0125940451754,-1.92452445689414,-283.837026963341
-1.21621850908368,0.216575093887472,0.450880193966143,0.566411001631048,1.0539236208705,-1.92362709670508,-283.564994561867
-1.23810646074467,0.0664673431515214,0.517154884913312,0.785661066939827,1.16486586222311,-1.92143303966552,-283.473582524157
-1.22916139388617,0.260563659597039,0.449593762830334,0.592844970898241,1.01119543274756,-1.92358256777167,-284.043483896016
-1.19001552106282,-0.0090945444802126,0.581474998860299,0.699730791232183,1.07180626567917,-1.92607814199955,-286.140423616044
-1.03714944418815,0.171486373319205,0.386684621733706,0.497020378549172,1.00988434133634,-1.91952797472162,-286.50094349453
-1.19655545174233,0.260655469530561,0.541969356784887,0.873542031901878,0.953458984907946,-1.91880828775144,-288.830460800041
-1.37631742873383,0.272143937169182,0.599276833297803,0.732401866216154,1.05639802268468,-1.92683208063354,-288.724834843311
-1.23746278396522,0.189413270034712,0.431971764053546,0.811115993993075,0.922599397962032,-1.92384508329051,-285.075841978337
-1.19573548475651,0.207745197528396,0.393891584727617,0.769590199329297,0.9823656745977,-1.92067041122125,-284.806885898262
-1.10144066325347,0.148600830595002,0.536757451945827,0.699074751589832,0.789707009725624,-1.92469485506807,-288.665383602377
-1.17582078501094,0.153594974481145,0.445813373129078,0.681665812499793,1.03944049776277,-1.92147954276495,-282.752829425403
-1.23621246215718,0.309408398248837,0.443094463407134,0.538904128571714,1.15653355691501,-1.92004147387999,-285.378817440952
-1.34338255167334,0.116219725459718,0.477408620926849,0.827403780799228,1.07940437832874,-1.92705318477293,-284.664102043815
-1.17611679094472,-0.00596153803530185,0.41822920195671,0.656137895932183,1.1464814120315,-1.9236700963585,-284.986226576436
-1.1202948845403,0.0909915462243349,0.479045501098243,0.721403400410333,1.08175010159687,-1.9193313821238,-283.920801617673
-1.19094534352219,-0.00186321927348135,0.489577578403474,0.881038502886983,0.963821195228052,-1.92468485430099,-284.538130722591
-1.16401051948824,0.20051826101328,0.414981703318459,0.603918975255369,0.94634215190852,-1.92370103045261,-284.359007425406
-1.1410720531495,0.189596499524855,0.401492137672793,0.65897448981806,0.991183691072535,-1.92067380459701,-283.918622976958
-1.21777324614216,0.0677755566896068,0.473578827615004,0.752387485398821,1.06740788899792,-1.92372428607061,-282.742242271024
-1.12607406492374,0.057631227381022,0.478581603669092,0.767118743323131,1.03596823874497,-1.92039888792694,-283.239099875293
-1.07728159530629,-0.00294462787273051,0.469294753601002,0.657525243382137,0.972446700742686,-1.92360411031218,-284.449072037472
-1.21694969392061,0.0819113048991673,0.433595200616416,0.770493370131995,1.02950561059903,-1.92390899205433,-283.24333225062
-1.12171548375647,0.128444934214073,0.410030472518466,0.626629565232067,0.999152391085965,-1.92180422357984,-283.582170002779
-1.23289843032537,0.103326280961029,0.566350664441217,0.791469543234875,1.08862892839882,-1.92206834092399,-284.136295768553
-1.22515967789884,0.068204589323948,0.434960919417131,0.695874885019692,1.12836588239954,-1.92354525450605,-283.299683102889
-1.16855742525383,0.134048190893871,0.43879760040321,0.531331432811962,0.941913310043231,-1.92854653393239,-287.207511049816
-1.15908514129051,-0.00152204186331666,0.554138474978519,0.87784498951986,1.16586167257258,-1.91874581520814,-287.202287183977
-1.11142822510922,0.080501463354664,0.535815054736368,0.749958787601773,1.08685454806955,-1.918849504765,-285.326986534288
-1.12026414614721,0.122193751673451,0.526077183207514,0.632342768491546,1.1029720177022,-1.91962196814618,-284.635113945372
-1.25733609752143,0.0203418740194284,0.473832445442404,0.7156957199679,1.08724041428327,-1.92813058766799,-284.750341971114
-1.31325327425688,0.0191490410541009,0.482773957921415,0.881114388138233,1.13209787951511,-1.92548346486049,-284.569264174464
-1.29719660926388,0.0829716272999911,0.521009418224475,0.827356752302504,1.12355337946881,-1.9240593218572,-283.540303650125
-1.40538681677737,0.129046592441066,0.590259809582673,0.823793242482442,1.12877394645575,-1.92908972346758,-287.59124143834
-1.38613585800429,0.0718527458929213,0.565781532793977,0.861052545417629,1.1560733578699,-1.92789331137717,-286.23793354477
-1.27360495428489,0.185256767111208,0.429318480536091,0.696060900110697,1.02314789268841,-1.92565906109721,-284.037948830268
-1.16298622693272,0.168512908365608,0.497427180309349,0.612971963832871,1.15989489474987,-1.91932442606245,-284.717187043787
-1.18107641688585,0.0045704980396494,0.448187637248427,0.661528568169505,0.971956516159619,-1.92968915009632,-286.990904376955
-1.19537082860133,0.243949123376206,0.441136644460671,0.474125384219309,1.09797282054298,-1.92253167156027,-284.656714671891
-1.18540061826956,-0.0399710357339336,0.464251452731548,1.02534066422998,0.982185139545676,-1.92180555362783,-286.56804646421
-1.18418092848501,0.16695621288359,0.537796104516643,0.540093382993127,1.16920216455679,-1.92109014461264,-285.084314982778
-1.01099439348366,0.0278499573653419,0.493003526992649,0.583659749432095,1.07557800951279,-1.91912713964817,-286.570744863959
-1.32669814450671,0.316366807647944,0.467242400364139,0.858265330891741,1.1337536205679,-1.91879163072696,-288.830264924718
-1.25716915986767,0.0734066533604346,0.480874173785549,0.734884949453604,0.981781125635096,-1.92950658673899,-285.850347474279
-1.27245993740512,0.0744407129455176,0.498406619158726,0.818736187998044,1.06030865121508,-1.92516568388699,-283.517671499407
-1.32339697889137,0.241710808104934,0.454515844296298,0.671029574037749,1.15177408159348,-1.92313539276045,-283.664445633796
-1.22400014765549,0.117834184032924,0.544777870497821,0.80017771613754,0.988717309939556,-1.92379107959363,-284.313774776212
-1.32743038098182,-0.0348279655446149,0.5656921798736,0.740380877781013,1.35257186390559,-1.92460669576284,-287.806398236104
-1.20336478559411,0.125806797652703,0.486517062856203,0.817896885529265,0.943222917899453,-1.92334836860794,-283.905981897367
-1.06978592742991,0.0755256226758824,0.414141414443474,0.731753608402153,0.893435065301519,-1.92153298981235,-284.404578742499
-1.2252709551824,0.0182811955814272,0.362038184220056,0.842891735911998,1.06604826304276,-1.92351300506433,-286.522186113873
-1.18755968750577,-0.0225251771524235,0.419052546974425,0.910142134288367,1.00139555094532,-1.92326112393647,-285.321064544786
-1.19616136272776,-0.0560842261308347,0.488987156754388,0.889519240119147,1.07805229758851,-1.92304080870074,-284.400506940934
-1.17999060819259,0.210927079119539,0.440412886158188,0.571983610038497,1.06379349442089,-1.92165490003813,-283.427643881873
-1.24403160589299,0.176476621196666,0.479289118369186,0.683859132387943,1.09558526491258,-1.92248202286801,-282.67520459803
-1.12689023662711,0.03369948257086,0.498392123617965,0.690764068400697,1.04945050784379,-1.9221197346188,-283.235107920598
-1.13833831649036,0.129567082957342,0.454925983631473,0.61406384086788,1.02327716376296,-1.92219547609071,-283.055843342505
-1.34173278078045,0.116476618612087,0.558995966677401,0.765934080593015,1.30251246027414,-1.92163930785369,-285.813138278167
