b_Intercept,b_siblingsVarietyScoreW,b_age,b_datacollectionremoteMunsupervised,b_studyversionbox,lprior,lp__
-1.16694634127959,0.0995606974912766,0.50814449217009,0.681509422512345,1.06892253753947,-1.92171283313827,-282.950322475255
-1.2302857808381,0.107839094017662,0.450544750695714,0.705094016053059,1.12574452399921,-1.92236208598736,-282.727584845323
-1.13100724550234,0.109465122802938,0.422994960574875,0.763952770995734,0.879428768081686,-1.92300715191591,-284.534596438312
-1.23468649383793,0.183606888828362,0.439762693425446,0.694001718470564,0.964472034219566,-1.92515746554968,-284.030932555447
-1.16115093007639,0.169690837052223,0.444170325559281,0.65728527327571,1.0764675557517,-1.91996033966749,-283.390975012985
-1.22539590931539,0.257911722102864,0.484035452870004,0.719067239728218,1.18744523950341,-1.91787541126179,-287.789880630137
-1.02499117677025,-0.02599137629475,0.420761703159675,0.633772004561743,1.04889013898414,-1.92040312276345,-285.882548380236
-1.13068452300825,0.0248042780696069,0.430007090142784,0.729084614308794,1.01176860402462,-1.92266881352532,-283.467594067462
-1.23987151178901,0.120371274451507,0.497313352701628,0.629964615717539,1.14502313572476,-1.92358848494718,-283.059773137495
-1.18360623972349,0.0269715962629044,0.501370746591912,0.80305583826742,1.01372088460056,-1.92363933607963,-283.30971696653
-1.10384888651719,0.0669965262001129,0.467221653342304,0.538713853991104,1.12259340876452,-1.92123915123845,-284.858603457762
-1.36778923561636,0.404976556509839,0.440506678766321,0.6841663345196,0.988862125330062,-1.92427886129588,-287.818621994124
-1.24662156286607,-0.0384588119265031,0.474879350868735,0.873704294649466,1.1458271608124,-1.92350170299972,-284.603312476564
-1.34034281363248,0.0634807302098358,0.454661463693292,0.852051427070235,1.17369453885781,-1.92474609788504,-284.559556300502
-1.14801944086692,0.205905631214865,0.507991726359996,0.522000528972915,1.03854591417643,-1.92179041292635,-284.795924124932
-1.16962377498166,0.183117348735088,0.46386566307982,0.602926530405312,1.02644773012032,-1.92207356241085,-283.139043957416
-1.2169406867907,0.20254153114922,0.493618130594777,0.608214693992936,1.10569774966236,-1.92155395969607,-283.213685718614
-1.2455383233999,0.183055590878646,0.504482688309054,0.717638096749302,1.06575628523962,-1.92225212461146,-282.937153382293
-1.10010915979719,-0.0865669936919496,0.447015287076966,0.82930209352378,1.07309037002724,-1.9209358388776,-285.355628259099
-1.23507030104765,0.251230790674557,0.479833350829048,0.478071487425586,1.04713773538584,-1.92555453703909,-285.640449021344
-1.37993505992704,0.229042768782459,0.47784907527752,0.697756417982516,1.26256722050771,-1.92233507575219,-284.46257458187
-1.06755735949851,-0.0653376503938099,0.536114495221863,0.857300816579035,0.953512532063101,-1.9214117319727,-285.514809275043
-1.4187190222986,0.251642764737853,0.413162623512891,0.623790078409745,1.27665727147795,-1.9248177861463,-286.01515080711
-1.21800175514028,0.265413047840029,0.473785919859373,0.547006174320099,0.992068975596422,-1.92412342386073,-284.870238873334
-1.33605550924749,0.0713965525114615,0.457239160930109,0.844809242800086,1.26075832130546,-1.92192492477907,-285.502319369542
-1.19114753826098,0.100768079722578,0.486727695372527,0.685014592298496,1.10703998294111,-1.92170384556595,-282.699556549094
