b_Intercept,b_ccHours,b_age,b_datacollectionremoteMunsupervised,b_studyversionbox,lprior,lp__
-1.18711750592347,-0.0661882958181477,0.453639981861628,0.774372570330501,1.03928475347428,-1.92449996221631,-284.575206135228
-1.03488636504909,-0.0857260642087788,0.482516921283719,0.637376790993728,0.941810504063348,-1.92261175123823,-286.687371777801
-1.27420326479568,0.104496382792528,0.480523904452123,0.916619776431035,1.16376750387904,-1.92236999712429,-286.629495705645
-1.19452470143247,-0.0566495765652075,0.416799295586149,0.765333002576269,1.07004224174808,-1.92413725740853,-284.781067307219
-1.10809796123075,0.062306498868785,0.497844785863371,0.619961075586907,1.06328046076871,-1.92340071550733,-285.180853885708
-1.05260964011304,0.00593201700723219,0.504903883647007,0.631848762011879,0.881959572701425,-1.92569242750909,-287.171148932107
-1.14535079703492,0.066380835276752,0.493447468390664,0.711562105646741,1.05340891758713,-1.92353232018956,-284.219226813121
-1.18351837598794,-0.0794929646690988,0.541609955765365,0.486702836275808,1.2496843977408,-1.92476985540901,-290.037782421561
-0.914321617301032,0.0526067725798126,0.501742292166014,0.607225849435643,0.971330306371287,-1.91836989621818,-289.469300606283
-1.14394189600199,-0.0584677823773315,0.503656355561929,0.789063529172769,1.09424626300528,-1.92072854825937,-284.699196087142
-1.16114451403939,-0.00857413947200525,0.44114923998771,0.612744974260888,1.2272170231617,-1.92151608457417,-286.035302506153
-1.07005518483076,-0.0401678426113885,0.496748963607311,0.673182462888964,0.928194166035569,-1.92407173104268,-285.531256804375
-1.08089373010688,-0.0600903256137624,0.455636103765256,0.682946288416231,1.06551476108065,-1.92069122396008,-284.86289672206
-1.18361779709344,-0.0100424542850343,0.460850806251833,0.936709074425427,0.902156745627534,-1.92475782296792,-286.077194305065
-1.32558918103023,-0.0359991647152545,0.486628652385619,0.807538865628047,1.10099970688928,-1.93038190058543,-286.781008404487
-1.08472241775262,0.0441528726436635,0.449621691745378,0.696209523270943,1.00229814868266,-1.92224287069607,-284.235333600215
-1.38915099339221,0.0614526956080566,0.485791204103966,0.951628734234525,1.21312138776502,-1.92620408166914,-287.390080089292
-1.18247708539211,0.0585970535442961,0.457588906135497,0.788000660929867,0.967445885589435,-1.92648423308052,-285.381702621282
-1.1880690849761,-0.0665560774713854,0.521791234637156,0.723093419724004,1.19055961421779,-1.92148573388342,-285.537558047764
-1.17904034621719,0.0641167905392347,0.442388279338476,0.814563103261647,0.98381334771189,-1.92500318577187,-285.072160455082
-1.17809284576167,0.0359249806837788,0.469008893389921,0.708861405026823,1.21553016402045,-1.92081485680486,-285.231949972009
-1.14208664040843,-0.0411099505666639,0.536098427818202,0.652229853595306,1.10443075196216,-1.92312057480507,-285.052414185554
-1.16223508613023,0.0164127693459478,0.48836872798257,0.870954286376549,1.06228939657849,-1.92080739339258,-283.93599800526
-1.30626438737795,-0.0397382916161057,0.412129969900619,0.872075288069009,1.22050945064067,-1.92306693686466,-287.038021975678
-1.30421979740838,-0.0838367642434628,0.451916239359877,0.842187001605286,1.25152998560343,-1.92272844674797,-287.313879417691
-1.28906995204984,-0.0401800406410046,0.537624029454051,0.850806094256146,1.19329792406578,-1.92358346172045,-285.156679349246
-1.14291134914478,0.0648826155995721,0.481972540172836,0.694573861929765,1.06176616999815,-1.9235335414065,-284.29897244439
-0.99617302153987,0.0366497146411644,0.501017445108017,0.778253676458068,0.934585991161285,-1.91905612573064,-286.08687445575
-0.955011268173819,-0.0621649467735461,0.515294545340283,0.740625782490413,0.99435141354689,-1.91773003633416,-290.056867142892
-1.12240415121833,-0.0768424003910903,0.451639338968127,0.741914087136272,1.11467941619622,-1.92020918720269,-285.5449545434
-1.14355024987816,0.0412203594903095,0.474943476812435,0.556696876224136,1.1378950784425,-1.92446434822204,-285.938409530174
-1.29299363416822,-0.0197166833887828,0.564827598149454,0.952936773006226,1.13608669344896,-1.92320080039133,-286.012109677258
-1.05834269461508,0.0611055238535539,0.410116031955578,0.666948570078486,1.00487829562842,-1.92155752860309,-285.760045640121
-1.28001491930232,0.0131987227364409,0.564974712464648,0.832472156668615,1.20006606721529,-1.92343158154554,-284.880939848987
-1.36436862265073,0.0998221408316696,0.618075184592202,0.921882203040982,1.26031089493972,-1.92417201998902,-288.76677983818
-1.38334783320849,0.0739600016530412,0.537287284934075,0.970042058091717,1.2491249681037,-1.92427488606196,-287.527387377392
-1.08110360174559,-0.054172975719491,0.510586623710904,0.674699436527859,1.04325412499051,-1.92141028394396,-284.987758531002
-1.03877857887315,0.0411265224438651,0.357098385477391,0.647889475134806,0.982701598872556,-1.9215527069007,-287.405216213675
-1.29478273839859,-0.0684109396355775,0.528576422494699,0.891307854285274,1.10251550537226,-1.92575452500362,-286.229631677217
-1.14010700749912,0.0249941967444068,0.430429992701013,0.775493138790506,1.05021170109503,-1.9218941713863,-283.887264768947
-1.08902259528894,0.011588022088338,0.452672081378344,0.787796750894164,0.90317885191165,-1.92319163440332,-284.489851136838
-1.08232535920951,-0.0664268247228539,0.387345077622598,0.883016477153844,0.914795277846604,-1.9205971422206,-287.170370533575
-1.2569201707489,0.0683050341983392,0.587678902000285,0.63769483197846,1.20988024817794,-1.9268357277885,-287.630824908072
-1.31465147335796,-0.0407214981327585,0.537888129594129,1.02085822101838,1.04623776874267,-1.92549842001476,-287.742437034106
