b_Intercept,b_hhTotal,b_age,b_datacollectionremoteMunsupervised,b_studyversionbox,lprior,lp__
-1.10827471801173,-0.0234043326517828,0.409919930347214,0.804102753379503,1.07041183549786,-1.91975923386255,-285.72063126563
-1.17555895395627,0.0870007945570089,0.554978649916417,0.658284627539657,1.10121574427953,-1.92449836726892,-285.655492935016
-1.20205016614856,0.0202300745469328,0.462343671190754,0.662136428280786,1.23634773791554,-1.92207976160629,-284.779581809497
-1.22198541415027,0.00721756262973105,0.510025616496624,0.762754946675204,1.18710791886723,-1.9223470219895,-283.838182001912
-1.11768678668735,0.00623249749520697,0.425010849490318,0.768315255166681,1.03139707213782,-1.92146222641104,-283.855470150811
-1.15423498557073,0.0109383650812021,0.535225904760608,0.886937188432764,1.04907077975168,-1.9204988565622,-284.713071959826
-1.16353089840166,-0.00232768230359925,0.448869904636391,0.661406990937077,1.10171641364615,-1.92408563768058,-284.076862370061
-1.09008911711759,0.047267734162927,0.439362548268565,0.57242567203129,0.934916795907933,-1.92743773534437,-287.454501067756
-1.21818867770557,-0.0252977525120416,0.37590044975369,0.946358326183635,0.923857655302311,-1.92586717442244,-288.542239546201
-1.16178755374082,-0.0362046249775928,0.483651988649622,0.747481710742077,1.08729321641782,-1.92267067422212,-283.84834051121
-1.24472994624219,0.00504163052163033,0.428337294841656,0.859345363762209,1.13893825221165,-1.92264162776224,-284.776110389531
-1.04068047458903,0.0261313190514239,0.526027470257454,0.645918890880062,0.973222807056376,-1.92190555501517,-285.321310088069
-1.09314974830212,0.0979159370772457,0.523831206324348,0.658930499015096,1.02082239819913,-1.9225051323037,-285.55172566602
-1.18241362373145,0.0441340396667925,0.504109112216801,0.617521721833346,1.17654998614815,-1.92368192780646,-284.237908833958
-1.15352774619617,-0.044040649028752,0.490103910418166,0.897469730140144,0.982490767442112,-1.9220222033563,-284.329349311182
-1.19798127538449,0.0859572506334284,0.501357034451945,0.708501710959989,1.15803025767156,-1.92277587220484,-283.950742236658
-1.13080918083433,0.0587628164885779,0.551450736037327,0.671256971801272,1.06719812179948,-1.9229924406289,-284.948283777932
-1.20012497021068,0.0314098209173377,0.457977163655155,0.77205087053736,1.12053390880072,-1.92276026171468,-283.355269047748
-1.23975626090988,0.0278520609878376,0.462036083297943,0.703396050464685,1.16862223316771,-1.92504491648904,-283.948622073859
-1.18529043455323,0.0321278713979323,0.565298201105812,0.776008836812949,1.09134753089916,-1.92286166578517,-284.520414900342
-1.18529043455323,0.0321278713979323,0.565298201105812,0.776008836812949,1.09134753089916,-1.92286166578517,-284.520414900342
-1.04416686523766,-0.0607975300833369,0.529669273276185,0.642315600703542,0.947717784511894,-1.92322826153635,-286.978312991373
-1.11759249313433,-0.0589042064627725,0.537714989627421,0.821098036719833,1.01666285141991,-1.92118072907424,-284.958126270003
-1.13628000464712,-0.0703309613798568,0.452915223031883,0.748196761643705,1.1059804574302,-1.92115486561758,-285.760126574541
-1.19164416331241,0.0467959096736902,0.531093188340675,0.839642705854146,0.929429157801704,-1.92671628337464,-286.884096474636
-1.13574378314308,0.0385152443517417,0.485268830890796,0.614293736663488,1.32817191047322,-1.91860837410023,-289.458453223244
-1.35106839496889,0.0010456699225391,0.417753796882405,0.937437451552545,1.11045560537256,-1.92771930976722,-287.845354210216
-1.23572768778816,0.0447889428792226,0.47737746606831,0.777674512050395,1.05344340935478,-1.92671366943733,-284.505704628659
-1.23913006258915,0.102770852676491,0.454957653263566,0.621776954046991,1.10654539799651,-1.92914065705249,-286.933147268622
-1.15256098014634,0.112584586114995,0.457886835072028,0.541170581920645,1.13692180011459,-1.92472204926495,-285.66908471109
-1.27639191149618,-0.100770972718056,0.537104273577883,1.03655786163121,1.05644687118428,-1.92325940284068,-287.359792797594
-1.10870599030298,0.0940318402719459,0.370885158094754,0.460227509833687,1.10943431054039,-1.92514797216812,-288.384854891357
